pase,anchor,confirmer,symbol,horizon,n_signals,n_conclusive,hit_rate,avg_ret_aligned_pct
B_1h_4h,macd,adx,OIL_BRENT/USD,2,2312,1793,47.5,-0.049
B_1h_4h,macd,vol,OIL_BRENT/USD,2,1321,1105,47.3,-0.037
B_1h_4h,macd,rsi,OIL_BRENT/USD,4,1606,1364,53.3,0.109
B_1h_4h,macd,bb,OIL_BRENT/USD,4,1574,1339,52.5,0.096
B_1h_4h,macd,ema,OIL_BRENT/USD,4,1662,1423,50.3,-0.008
B_1h_4h,macd,adx,OIL_BRENT/USD,4,2310,1963,46.1,-0.063
B_1h_4h,macd,vol,OIL_BRENT/USD,4,1321,1175,47.0,-0.014
B_1h_4h,bb,rsi,OIL_BRENT/USD,1,184,138,65.2,0.19
B_1h_4h,bb,macd,OIL_BRENT/USD,1,174,134,56.0,0.073
B_1h_4h,bb,ema,OIL_BRENT/USD,1,257,192,55.7,0.088
B_1h_4h,bb,adx,OIL_BRENT/USD,1,427,314,51.9,0.015
B_1h_4h,bb,vol,OIL_BRENT/USD,1,342,259,48.3,0.007
B_1h_4h,bb,rsi,OIL_BRENT/USD,2,184,146,68.5,0.31
B_1h_4h,bb,macd,OIL_BRENT/USD,2,174,138,55.8,0.177
B_1h_4h,bb,ema,OIL_BRENT/USD,2,257,202,60.4,0.147
B_1h_4h,bb,adx,OIL_BRENT/USD,2,427,342,52.9,0.031
B_1h_4h,bb,vol,OIL_BRENT/USD,2,342,285,50.5,-0.02
B_1h_4h,bb,rsi,OIL_BRENT/USD,4,183,159,61.6,0.307
B_1h_4h,bb,macd,OIL_BRENT/USD,4,174,144,53.5,0.197
B_1h_4h,bb,ema,OIL_BRENT/USD,4,256,222,54.5,0.116
B_1h_4h,bb,adx,OIL_BRENT/USD,4,426,357,51.0,-0.01
B_1h_4h,bb,vol,OIL_BRENT/USD,4,342,303,47.5,-0.156
C_4h_4h,rsi,(solo),OIL_BRENT/USD,1,31,27,55.6,0.2
C_4h_4h,rsi,macd,OIL_BRENT/USD,1,7,7,42.9,0.176
C_4h_4h,rsi,bb,OIL_BRENT/USD,1,0,0,,
C_4h_4h,rsi,ema,OIL_BRENT/USD,1,1,1,100.0,0.472
C_4h_4h,rsi,adx,OIL_BRENT/USD,1,30,26,53.8,0.122
C_4h_4h,rsi,vol,OIL_BRENT/USD,1,20,18,55.6,0.249
C_4h_4h,rsi,(solo),OIL_BRENT/USD,2,31,30,53.3,0.387
C_4h_4h,rsi,macd,OIL_BRENT/USD,2,7,7,42.9,0.285
C_4h_4h,rsi,bb,OIL_BRENT/USD,2,0,0,,
C_4h_4h,rsi,ema,OIL_BRENT/USD,2,1,1,100.0,0.996
C_4h_4h,rsi,adx,OIL_BRENT/USD,2,30,29,51.7,0.236
C_4h_4h,rsi,vol,OIL_BRENT/USD,2,20,20,50.0,0.428
C_4h_4h,macd,(solo),OIL_BRENT/USD,1,868,734,49.2,0.031
C_4h_4h,macd,rsi,OIL_BRENT/USD,1,452,374,52.1,0.035
C_4h_4h,macd,bb,OIL_BRENT/USD,1,435,365,51.2,0.011
C_4h_4h,macd,ema,OIL_BRENT/USD,1,407,340,52.4,0.054
C_4h_4h,macd,adx,OIL_BRENT/USD,1,592,502,47.2,-0.049
C_4h_4h,macd,vol,OIL_BRENT/USD,1,333,293,49.5,0.037
C_4h_4h,macd,(solo),OIL_BRENT/USD,2,867,782,52.6,0.105
C_4h_4h,macd,rsi,OIL_BRENT/USD,2,452,403,56.3,0.137
C_4h_4h,macd,bb,OIL_BRENT/USD,2,435,390,56.2,0.071
C_4h_4h,macd,ema,OIL_BRENT/USD,2,407,368,55.2,0.168
C_4h_4h,macd,adx,OIL_BRENT/USD,2,591,529,51.6,-0.007
C_4h_4h,macd,vol,OIL_BRENT/USD,2,333,304,50.3,-0.006
C_4h_4h,bb,(solo),OIL_BRENT/USD,1,143,122,41.8,-0.132
C_4h_4h,bb,rsi,OIL_BRENT/USD,1,12,10,50.0,-0.127
C_4h_4h,bb,macd,OIL_BRENT/USD,1,8,6,16.7,-0.379
C_4h_4h,bb,ema,OIL_BRENT/USD,1,42,36,38.9,-0.24
C_4h_4h,bb,adx,OIL_BRENT/USD,1,113,97,41.2,-0.101
C_4h_4h,bb,vol,OIL_BRENT/USD,1,74,64,43.8,-0.052
C_4h_4h,bb,(solo),OIL_BRENT/USD,2,143,121,39.7,-0.051
C_4h_4h,bb,rsi,OIL_BRENT/USD,2,12,8,62.5,0.123
C_4h_4h,bb,macd,OIL_BRENT/USD,2,8,5,20.0,-0.379
C_4h_4h,bb,ema,OIL_BRENT/USD,2,42,39,43.6,0.005
C_4h_4h,bb,adx,OIL_BRENT/USD,2,113,97,41.2,0.014
C_4h_4h,bb,vol,OIL_BRENT/USD,2,74,60,43.3,0.027
A_1h_1h,rsi,(solo),SILVER/USD,1,155,100,46.0,-0.057
A_1h_1h,rsi,macd,SILVER/USD,1,17,6,16.7,-0.043
A_1h_1h,rsi,bb,SILVER/USD,1,6,2,0.0,-0.177
A_1h_1h,rsi,ema,SILVER/USD,1,8,6,50.0,0.349
A_1h_1h,rsi,adx,SILVER/USD,1,147,93,46.2,-0.055
A_1h_1h,rsi,vol,SILVER/USD,1,99,66,48.5,-0.023
A_1h_1h,rsi,(solo),SILVER/USD,2,155,124,47.6,-0.06
A_1h_1h,rsi,macd,SILVER/USD,2,17,12,66.7,0.153
A_1h_1h,rsi,bb,SILVER/USD,2,6,4,50.0,0.048
A_1h_1h,rsi,ema,SILVER/USD,2,8,8,50.0,0.531
A_1h_1h,rsi,adx,SILVER/USD,2,147,117,46.2,-0.082
A_1h_1h,rsi,vol,SILVER/USD,2,99,83,49.4,-0.035
A_1h_1h,rsi,(solo),SILVER/USD,4,155,123,52.8,0.028
A_1h_1h,rsi,macd,SILVER/USD,4,17,10,60.0,0.176
A_1h_1h,rsi,bb,SILVER/USD,4,6,5,60.0,0.027
A_1h_1h,rsi,ema,SILVER/USD,4,8,8,50.0,0.596
A_1h_1h,rsi,adx,SILVER/USD,4,147,116,51.7,0.011
A_1h_1h,rsi,vol,SILVER/USD,4,99,79,55.7,0.147
A_1h_1h,macd,(solo),SILVER/USD,1,4453,2537,47.9,-0.011
A_1h_1h,macd,rsi,SILVER/USD,1,2333,1333,47.4,-0.011
A_1h_1h,macd,bb,SILVER/USD,1,2263,1330,47.7,-0.008
A_1h_1h,macd,ema,SILVER/USD,1,2231,1242,48.3,-0.002
A_1h_1h,macd,adx,SILVER/USD,1,3238,2062,48.2,-0.012
A_1h_1h,macd,vol,SILVER/USD,1,1722,1166,47.7,-0.015
A_1h_1h,macd,(solo),SILVER/USD,2,4452,2889,48.9,-0.014
A_1h_1h,macd,rsi,SILVER/USD,2,2333,1505,48.6,-0.009
A_1h_1h,macd,bb,SILVER/USD,2,2263,1507,49.0,-0.004
A_1h_1h,macd,ema,SILVER/USD,2,2230,1403,48.3,0.004
A_1h_1h,macd,adx,SILVER/USD,2,3237,2339,49.0,-0.013
A_1h_1h,macd,vol,SILVER/USD,2,1722,1295,48.6,-0.019
A_1h_1h,macd,(solo),SILVER/USD,4,4450,3146,49.3,-0.012
A_1h_1h,macd,rsi,SILVER/USD,4,2333,1652,49.2,-0.005
A_1h_1h,macd,bb,SILVER/USD,4,2263,1644,49.7,0.003
A_1h_1h,macd,ema,SILVER/USD,4,2228,1549,49.6,0.029
A_1h_1h,macd,adx,SILVER/USD,4,3235,2503,49.8,-0.004
A_1h_1h,macd,vol,SILVER/USD,4,1722,1367,50.4,0.034
A_1h_1h,bb,(solo),SILVER/USD,1,902,523,47.4,-0.055
A_1h_1h,bb,rsi,SILVER/USD,1,174,93,46.2,-0.068
A_1h_1h,bb,macd,SILVER/USD,1,144,65,49.2,-0.034
A_1h_1h,bb,ema,SILVER/USD,1,256,140,47.9,-0.007
A_1h_1h,bb,adx,SILVER/USD,1,662,428,47.9,-0.059
A_1h_1h,bb,vol,SILVER/USD,1,468,302,45.7,-0.085
A_1h_1h,bb,(solo),SILVER/USD,2,902,612,46.9,-0.084
A_1h_1h,bb,rsi,SILVER/USD,2,174,104,44.2,-0.149
A_1h_1h,bb,macd,SILVER/USD,2,144,79,57.0,-0.014
A_1h_1h,bb,ema,SILVER/USD,2,256,166,44.0,-0.021
A_1h_1h,bb,adx,SILVER/USD,2,662,509,47.3,-0.101
A_1h_1h,bb,vol,SILVER/USD,2,468,343,45.5,-0.129
A_1h_1h,bb,(solo),SILVER/USD,4,902,660,49.5,-0.078
A_1h_1h,bb,rsi,SILVER/USD,4,174,110,43.6,-0.254
A_1h_1h,bb,macd,SILVER/USD,4,144,85,48.2,-0.162
A_1h_1h,bb,ema,SILVER/USD,4,256,182,48.9,0.001
A_1h_1h,bb,adx,SILVER/USD,4,662,536,50.0,-0.081
A_1h_1h,bb,vol,SILVER/USD,4,468,359,47.4,-0.11
B_1h_4h,rsi,macd,SILVER/USD,1,16,9,55.6,-0.117
B_1h_4h,rsi,bb,SILVER/USD,1,10,9,66.7,0.423
B_1h_4h,rsi,ema,SILVER/USD,1,22,13,69.2,0.27
B_1h_4h,rsi,adx,SILVER/USD,1,131,83,44.6,-0.069
B_1h_4h,rsi,vol,SILVER/USD,1,103,72,44.4,-0.065
B_1h_4h,rsi,macd,SILVER/USD,2,16,13,61.5,0.024
B_1h_4h,rsi,bb,SILVER/USD,2,10,10,80.0,0.866
B_1h_4h,rsi,ema,SILVER/USD,2,22,20,60.0,0.378
B_1h_4h,rsi,adx,SILVER/USD,2,131,104,49.0,-0.064
B_1h_4h,rsi,vol,SILVER/USD,2,103,87,48.3,-0.067
B_1h_4h,rsi,macd,SILVER/USD,4,16,13,69.2,0.659
B_1h_4h,rsi,bb,SILVER/USD,4,10,9,77.8,1.153
B_1h_4h,rsi,ema,SILVER/USD,4,22,18,61.1,0.249
B_1h_4h,rsi,adx,SILVER/USD,4,131,103,54.4,0.047
B_1h_4h,rsi,vol,SILVER/USD,4,103,83,55.4,0.093
B_1h_4h,macd,rsi,SILVER/USD,1,2193,1209,53.3,0.047
B_1h_4h,macd,bb,SILVER/USD,1,2200,1173,53.2,0.048
B_1h_4h,macd,ema,SILVER/USD,1,2251,1239,51.0,0.019
B_1h_4h,macd,adx,SILVER/USD,1,3505,2079,47.9,-0.015
B_1h_4h,macd,vol,SILVER/USD,1,2007,1547,47.9,-0.025
B_1h_4h,macd,rsi,SILVER/USD,2,2192,1359,54.0,0.079
B_1h_4h,macd,bb,SILVER/USD,2,2199,1325,53.9,0.082
B_1h_4h,macd,ema,SILVER/USD,2,2250,1396,51.6,0.036
B_1h_4h,macd,adx,SILVER/USD,2,3504,2356,48.8,-0.022
B_1h_4h,macd,vol,SILVER/USD,2,2007,1683,48.7,-0.038
B_1h_4h,macd,rsi,SILVER/USD,4,2190,1508,54.2,0.113
B_1h_4h,macd,bb,SILVER/USD,4,2197,1465,53.1,0.113
B_1h_4h,macd,ema,SILVER/USD,4,2248,1545,52.4,0.043
B_1h_4h,macd,adx,SILVER/USD,4,3502,2529,49.0,-0.027
B_1h_4h,macd,vol,SILVER/USD,4,2007,1746,49.3,-0.011
B_1h_4h,bb,rsi,SILVER/USD,1,267,159,57.9,0.077
B_1h_4h,bb,macd,SILVER/USD,1,351,174,48.3,-0.027
B_1h_4h,bb,ema,SILVER/USD,1,331,186,55.4,0.036
B_1h_4h,bb,adx,SILVER/USD,1,654,416,48.1,-0.048
B_1h_4h,bb,vol,SILVER/USD,1,524,388,46.4,-0.064
B_1h_4h,bb,rsi,SILVER/USD,2,267,183,56.3,0.122
B_1h_4h,bb,macd,SILVER/USD,2,351,203,47.8,-0.041
B_1h_4h,bb,ema,SILVER/USD,2,331,217,53.5,0.052
B_1h_4h,bb,adx,SILVER/USD,2,654,490,48.4,-0.069
B_1h_4h,bb,vol,SILVER/USD,2,524,430,47.2,-0.102
B_1h_4h,bb,rsi,SILVER/USD,4,267,195,57.9,0.152
B_1h_4h,bb,macd,SILVER/USD,4,351,234,49.1,-0.024
B_1h_4h,bb,ema,SILVER/USD,4,331,238,55.9,0.063
B_1h_4h,bb,adx,SILVER/USD,4,654,510,51.4,-0.047
B_1h_4h,bb,vol,SILVER/USD,4,524,447,47.9,-0.112
C_4h_4h,rsi,(solo),SILVER/USD,1,50,37,48.6,-0.022
C_4h_4h,rsi,macd,SILVER/USD,1,10,10,60.0,-0.01
C_4h_4h,rsi,bb,SILVER/USD,1,1,1,0.0,-1.942
C_4h_4h,rsi,ema,SILVER/USD,1,0,0,,
C_4h_4h,rsi,adx,SILVER/USD,1,48,35,48.6,-0.034
C_4h_4h,rsi,vol,SILVER/USD,1,36,28,46.4,-0.235
C_4h_4h,rsi,(solo),SILVER/USD,2,50,47,46.8,0.128
C_4h_4h,rsi,macd,SILVER/USD,2,10,10,60.0,0.627
C_4h_4h,rsi,bb,SILVER/USD,2,1,1,0.0,-1.108
C_4h_4h,rsi,ema,SILVER/USD,2,0,0,,
C_4h_4h,rsi,adx,SILVER/USD,2,48,45,46.7,0.097
C_4h_4h,rsi,vol,SILVER/USD,2,36,34,41.2,-0.059
C_4h_4h,macd,(solo),SILVER/USD,1,1120,794,51.5,0.004
C_4h_4h,macd,rsi,SILVER/USD,1,574,426,50.7,0.028
C_4h_4h,macd,bb,SILVER/USD,1,527,436,50.5,0.031
C_4h_4h,macd,ema,SILVER/USD,1,523,384,51.3,-0.005
C_4h_4h,macd,adx,SILVER/USD,1,881,627,51.2,-0.009
C_4h_4h,macd,vol,SILVER/USD,1,507,442,52.3,-0.018
C_4h_4h,macd,(solo),SILVER/USD,2,1119,862,50.9,-0.012
C_4h_4h,macd,rsi,SILVER/USD,2,574,466,51.9,0.039
C_4h_4h,macd,bb,SILVER/USD,2,527,466,50.4,0.037
C_4h_4h,macd,ema,SILVER/USD,2,523,419,51.6,-0.034
C_4h_4h,macd,adx,SILVER/USD,2,880,687,50.9,0.002
C_4h_4h,macd,vol,SILVER/USD,2,507,459,50.8,-0.013
C_4h_4h,bb,(solo),SILVER/USD,1,221,181,54.1,-0.024
C_4h_4h,bb,rsi,SILVER/USD,1,38,31,45.2,0.054
C_4h_4h,bb,macd,SILVER/USD,1,36,31,54.8,0.155
C_4h_4h,bb,ema,SILVER/USD,1,55,47,51.1,-0.045
C_4h_4h,bb,adx,SILVER/USD,1,179,146,54.1,-0.023
C_4h_4h,bb,vol,SILVER/USD,1,144,120,55.0,0.012
C_4h_4h,bb,(solo),SILVER/USD,2,221,199,56.3,-0.022
C_4h_4h,bb,rsi,SILVER/USD,2,38,36,58.3,0.166
C_4h_4h,bb,macd,SILVER/USD,2,36,34,61.8,0.067
C_4h_4h,bb,ema,SILVER/USD,2,55,51,52.9,-0.146
C_4h_4h,bb,adx,SILVER/USD,2,179,159,57.9,0.042
C_4h_4h,bb,vol,SILVER/USD,2,144,131,55.7,-0.022
A_1h_1h,rsi,(solo),HYPE,1,356,314,49.0,-0.075
A_1h_1h,rsi,macd,HYPE,1,25,22,36.4,-0.346
A_1h_1h,rsi,bb,HYPE,1,2,2,50.0,0.258
A_1h_1h,rsi,ema,HYPE,1,1,1,0.0,-0.631
A_1h_1h,rsi,adx,HYPE,1,341,299,48.2,-0.095
A_1h_1h,rsi,vol,HYPE,1,190,167,51.5,-0.025
A_1h_1h,rsi,(solo),HYPE,2,356,328,47.3,-0.183
A_1h_1h,rsi,macd,HYPE,2,25,24,54.2,-0.414
A_1h_1h,rsi,bb,HYPE,2,2,2,50.0,1.066
A_1h_1h,rsi,ema,HYPE,2,1,1,100.0,0.229
A_1h_1h,rsi,adx,HYPE,2,341,314,45.9,-0.213
A_1h_1h,rsi,vol,HYPE,2,190,177,51.4,-0.153
A_1h_1h,rsi,(solo),HYPE,4,356,329,49.5,-0.103
A_1h_1h,rsi,macd,HYPE,4,25,21,52.4,0.294
A_1h_1h,rsi,bb,HYPE,4,2,2,50.0,7.598
A_1h_1h,rsi,ema,HYPE,4,1,1,100.0,0.667
A_1h_1h,rsi,adx,HYPE,4,341,316,49.1,-0.16
A_1h_1h,rsi,vol,HYPE,4,190,174,54.0,0.053
A_1h_1h,macd,(solo),HYPE,1,14669,12696,48.2,-0.042
A_1h_1h,macd,rsi,HYPE,1,7909,6892,46.4,-0.062
A_1h_1h,macd,bb,HYPE,1,8023,6989,46.5,-0.061
A_1h_1h,macd,ema,HYPE,1,7344,6411,47.4,-0.05
A_1h_1h,macd,adx,HYPE,1,9195,7935,47.6,-0.065
A_1h_1h,macd,vol,HYPE,1,5647,4949,47.5,-0.047
A_1h_1h,macd,(solo),HYPE,2,14668,13234,47.7,-0.072
A_1h_1h,macd,rsi,HYPE,2,7908,7159,46.0,-0.108
A_1h_1h,macd,bb,HYPE,2,8023,7267,46.3,-0.105
A_1h_1h,macd,ema,HYPE,2,7343,6640,46.5,-0.094
A_1h_1h,macd,adx,HYPE,2,9194,8307,47.0,-0.109
A_1h_1h,macd,vol,HYPE,2,5647,5151,47.9,-0.065
A_1h_1h,macd,(solo),HYPE,4,14666,13637,48.8,-0.079
A_1h_1h,macd,rsi,HYPE,4,7908,7353,47.6,-0.116
A_1h_1h,macd,bb,HYPE,4,8021,7462,47.4,-0.124
A_1h_1h,macd,ema,HYPE,4,7343,6814,47.1,-0.11
A_1h_1h,macd,adx,HYPE,4,9192,8545,48.4,-0.104
A_1h_1h,macd,vol,HYPE,4,5647,5260,50.3,-0.013
A_1h_1h,bb,(solo),HYPE,1,2719,2388,51.5,-0.022
A_1h_1h,bb,rsi,HYPE,1,219,193,50.3,-0.011
A_1h_1h,bb,macd,HYPE,1,218,196,48.0,-0.118
A_1h_1h,bb,ema,HYPE,1,628,552,53.6,0.048
A_1h_1h,bb,adx,HYPE,1,1765,1535,50.5,-0.068
A_1h_1h,bb,vol,HYPE,1,1318,1173,50.6,-0.027
A_1h_1h,bb,(solo),HYPE,2,2719,2464,51.1,-0.005
A_1h_1h,bb,rsi,HYPE,2,219,195,44.6,-0.109
A_1h_1h,bb,macd,HYPE,2,218,200,49.5,-0.058
A_1h_1h,bb,ema,HYPE,2,628,561,51.2,0.082
A_1h_1h,bb,adx,HYPE,2,1765,1602,50.3,-0.063
A_1h_1h,bb,vol,HYPE,2,1318,1199,49.5,-0.021
A_1h_1h,bb,(solo),HYPE,4,2719,2534,51.6,0.022
A_1h_1h,bb,rsi,HYPE,4,219,207,51.2,-0.022
A_1h_1h,bb,macd,HYPE,4,218,203,57.6,0.191
A_1h_1h,bb,ema,HYPE,4,628,582,49.3,0.014
A_1h_1h,bb,adx,HYPE,4,1765,1643,51.2,-0.043
A_1h_1h,bb,vol,HYPE,4,1318,1229,52.2,0.02
B_1h_4h,rsi,macd,HYPE,1,7,6,50.0,0.052
B_1h_4h,rsi,bb,HYPE,1,2,2,100.0,1.471
B_1h_4h,rsi,ema,HYPE,1,42,37,64.9,0.315
B_1h_4h,rsi,adx,HYPE,1,254,223,48.9,-0.05
B_1h_4h,rsi,vol,HYPE,1,249,219,47.0,-0.14
B_1h_4h,rsi,macd,HYPE,2,7,7,57.1,0.328
B_1h_4h,rsi,bb,HYPE,2,2,2,100.0,2.075
B_1h_4h,rsi,ema,HYPE,2,42,36,72.2,0.3
B_1h_4h,rsi,adx,HYPE,2,254,235,50.2,-0.15
B_1h_4h,rsi,vol,HYPE,2,249,231,46.8,-0.263
B_1h_4h,rsi,macd,HYPE,4,7,7,57.1,2.145
B_1h_4h,rsi,bb,HYPE,4,2,2,100.0,2.84
B_1h_4h,rsi,ema,HYPE,4,42,37,59.5,0.456
B_1h_4h,rsi,adx,HYPE,4,254,234,52.6,-0.035
B_1h_4h,rsi,vol,HYPE,4,249,233,51.1,-0.189
B_1h_4h,macd,rsi,HYPE,1,7290,6354,52.3,0.075
B_1h_4h,macd,bb,HYPE,1,7231,6305,52.2,0.079
B_1h_4h,macd,ema,HYPE,1,7306,6356,50.9,0.026
B_1h_4h,macd,adx,HYPE,1,9129,7977,48.3,-0.052
B_1h_4h,macd,vol,HYPE,1,5720,5094,50.2,0.003
B_1h_4h,macd,rsi,HYPE,2,7289,6589,52.5,0.123
B_1h_4h,macd,bb,HYPE,2,7230,6550,52.6,0.124
B_1h_4h,macd,ema,HYPE,2,7305,6596,50.5,0.039
B_1h_4h,macd,adx,HYPE,2,9128,8314,47.8,-0.088
B_1h_4h,macd,vol,HYPE,2,5720,5263,50.0,-0.012
B_1h_4h,macd,rsi,HYPE,4,7289,6754,52.5,0.154
B_1h_4h,macd,bb,HYPE,4,7230,6729,52.4,0.153
B_1h_4h,macd,ema,HYPE,4,7305,6791,50.2,0.052
B_1h_4h,macd,adx,HYPE,4,9126,8494,48.9,-0.101
B_1h_4h,macd,vol,HYPE,4,5720,5345,52.3,0.068
B_1h_4h,bb,rsi,HYPE,1,699,618,62.1,0.269
B_1h_4h,bb,macd,HYPE,1,774,681,56.4,0.165
B_1h_4h,bb,ema,HYPE,1,1012,890,56.9,0.111
B_1h_4h,bb,adx,HYPE,1,1649,1464,52.2,0.005
B_1h_4h,bb,vol,HYPE,1,1418,1260,50.3,-0.05
B_1h_4h,bb,rsi,HYPE,2,699,630,63.0,0.461
B_1h_4h,bb,macd,HYPE,2,774,698,55.9,0.239
B_1h_4h,bb,ema,HYPE,2,1012,912,55.8,0.195
B_1h_4h,bb,adx,HYPE,2,1649,1511,52.7,0.033
B_1h_4h,bb,vol,HYPE,2,1418,1308,48.9,-0.081
B_1h_4h,bb,rsi,HYPE,4,699,652,59.5,0.467
B_1h_4h,bb,macd,HYPE,4,774,721,53.7,0.264
B_1h_4h,bb,ema,HYPE,4,1012,937,53.5,0.202
B_1h_4h,bb,adx,HYPE,4,1649,1533,53.3,0.109
B_1h_4h,bb,vol,HYPE,4,1418,1330,51.3,-0.06
C_4h_4h,rsi,(solo),HYPE,1,87,81,55.6,0.28
C_4h_4h,rsi,macd,HYPE,1,2,2,100.0,1.376
C_4h_4h,rsi,bb,HYPE,1,0,0,,
C_4h_4h,rsi,ema,HYPE,1,0,0,,
C_4h_4h,rsi,adx,HYPE,1,84,79,55.7,0.285
C_4h_4h,rsi,vol,HYPE,1,51,46,52.2,0.147
C_4h_4h,rsi,(solo),HYPE,2,87,85,55.3,0.358
C_4h_4h,rsi,macd,HYPE,2,2,2,50.0,1.327
C_4h_4h,rsi,bb,HYPE,2,0,0,,
C_4h_4h,rsi,ema,HYPE,2,0,0,,
C_4h_4h,rsi,adx,HYPE,2,84,82,54.9,0.358
C_4h_4h,rsi,vol,HYPE,2,51,49,53.1,0.263
C_4h_4h,macd,(solo),HYPE,1,3667,3417,48.3,-0.06
C_4h_4h,macd,rsi,HYPE,1,1983,1850,47.1,-0.061
C_4h_4h,macd,bb,HYPE,1,1999,1866,46.7,-0.068
C_4h_4h,macd,ema,HYPE,1,1866,1740,46.8,-0.061
C_4h_4h,macd,adx,HYPE,1,2282,2133,47.7,-0.132
C_4h_4h,macd,vol,HYPE,1,1430,1331,49.6,0.022
C_4h_4h,macd,(solo),HYPE,2,3666,3492,49.2,-0.076
C_4h_4h,macd,rsi,HYPE,2,1983,1889,47.9,-0.095
C_4h_4h,macd,bb,HYPE,2,1999,1901,47.7,-0.073
C_4h_4h,macd,ema,HYPE,2,1866,1780,48.2,-0.072
C_4h_4h,macd,adx,HYPE,2,2281,2171,47.6,-0.206
C_4h_4h,macd,vol,HYPE,2,1430,1366,50.6,0.069
C_4h_4h,bb,(solo),HYPE,1,670,618,51.1,-0.016
C_4h_4h,bb,rsi,HYPE,1,63,58,62.1,0.293
C_4h_4h,bb,macd,HYPE,1,47,47,59.6,0.5
C_4h_4h,bb,ema,HYPE,1,167,155,54.2,0.211
C_4h_4h,bb,adx,HYPE,1,441,409,52.6,0.143
C_4h_4h,bb,vol,HYPE,1,298,274,53.6,0.224
C_4h_4h,bb,(solo),HYPE,2,670,639,52.0,-0.042
C_4h_4h,bb,rsi,HYPE,2,63,62,58.1,-0.056
C_4h_4h,bb,macd,HYPE,2,47,45,62.2,0.775
C_4h_4h,bb,ema,HYPE,2,167,161,54.0,0.234
C_4h_4h,bb,adx,HYPE,2,441,421,52.5,0.186
C_4h_4h,bb,vol,HYPE,2,298,284,52.1,0.281
A_1h_1h,rsi,(solo),AAPL/USD,1,145,73,46.6,-0.021
A_1h_1h,rsi,macd,AAPL/USD,1,26,10,40.0,0.021
A_1h_1h,rsi,bb,AAPL/USD,1,7,5,40.0,-0.077
A_1h_1h,rsi,ema,AAPL/USD,1,7,3,100.0,0.198
A_1h_1h,rsi,adx,AAPL/USD,1,137,70,44.3,-0.039
A_1h_1h,rsi,vol,AAPL/USD,1,60,33,39.4,-0.027
A_1h_1h,rsi,(solo),AAPL/USD,2,145,86,44.2,-0.027
A_1h_1h,rsi,macd,AAPL/USD,2,26,13,30.8,-0.187
A_1h_1h,rsi,bb,AAPL/USD,2,7,7,42.9,-0.327
A_1h_1h,rsi,ema,AAPL/USD,2,7,5,80.0,0.117
A_1h_1h,rsi,adx,AAPL/USD,2,137,81,43.2,-0.05
A_1h_1h,rsi,vol,AAPL/USD,2,60,49,40.8,-0.121
A_1h_1h,rsi,(solo),AAPL/USD,4,145,91,39.6,-0.06
A_1h_1h,rsi,macd,AAPL/USD,4,26,15,20.0,-0.279
A_1h_1h,rsi,bb,AAPL/USD,4,7,5,20.0,-0.266
A_1h_1h,rsi,ema,AAPL/USD,4,7,4,75.0,0.163
A_1h_1h,rsi,adx,AAPL/USD,4,137,87,37.9,-0.085
A_1h_1h,rsi,vol,AAPL/USD,4,60,43,34.9,-0.221
A_1h_1h,macd,(solo),AAPL/USD,1,4974,1821,44.5,-0.015
A_1h_1h,macd,rsi,AAPL/USD,1,2527,1059,43.1,-0.024
A_1h_1h,macd,bb,AAPL/USD,1,2538,1081,42.6,-0.029
A_1h_1h,macd,ema,AAPL/USD,1,2437,970,43.9,-0.02
A_1h_1h,macd,adx,AAPL/USD,1,3513,1334,45.1,-0.014
A_1h_1h,macd,vol,AAPL/USD,1,1810,825,46.3,-0.014
A_1h_1h,macd,(solo),AAPL/USD,2,4973,2384,45.2,-0.022
A_1h_1h,macd,rsi,AAPL/USD,2,2526,1333,43.1,-0.035
A_1h_1h,macd,bb,AAPL/USD,2,2538,1367,42.5,-0.042
A_1h_1h,macd,ema,AAPL/USD,2,2436,1239,43.7,-0.031
A_1h_1h,macd,adx,AAPL/USD,2,3512,1735,45.4,-0.023
A_1h_1h,macd,vol,AAPL/USD,2,1810,1036,45.2,-0.033
A_1h_1h,macd,(solo),AAPL/USD,4,4971,2993,45.4,-0.032
A_1h_1h,macd,rsi,AAPL/USD,4,2526,1619,41.5,-0.052
A_1h_1h,macd,bb,AAPL/USD,4,2536,1654,41.6,-0.058
A_1h_1h,macd,ema,AAPL/USD,4,2436,1537,42.6,-0.051
A_1h_1h,macd,adx,AAPL/USD,4,3510,2164,46.2,-0.034
A_1h_1h,macd,vol,AAPL/USD,4,1810,1211,46.1,-0.034
A_1h_1h,bb,(solo),AAPL/USD,1,1006,477,52.4,0.021
A_1h_1h,bb,rsi,AAPL/USD,1,233,116,44.0,-0.037
A_1h_1h,bb,macd,AAPL/USD,1,218,99,44.4,-0.021
A_1h_1h,bb,ema,AAPL/USD,1,332,167,47.3,-0.01
A_1h_1h,bb,adx,AAPL/USD,1,726,355,52.1,0.028
A_1h_1h,bb,vol,AAPL/USD,1,490,269,49.1,0.025
A_1h_1h,bb,(solo),AAPL/USD,2,1006,576,53.0,0.028
A_1h_1h,bb,rsi,AAPL/USD,2,233,139,48.2,-0.006
A_1h_1h,bb,macd,AAPL/USD,2,218,121,51.2,-0.007
A_1h_1h,bb,ema,AAPL/USD,2,332,199,48.7,-0.001
A_1h_1h,bb,adx,AAPL/USD,2,726,420,52.9,0.038
